Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
31,Research & Development,1,Life Sciences,1,Female,Married,1,4,4,3,0,3,Travel_Frequently,Manufacturing Director,149328,1,1,3,2,No,12,3,3,1,3,No
18,Research & Development,5,Life Sciences,2,Male,Single,1,0,0,0,0,0,Non-Travel,Research Scientist,37836,0,2,3,1,No,15,3,2,4,3,No
54,Research & Development,17,Technical Degree,3,Female,Married,8,22,10,7,0,8,Travel_Rarely,Manufacturing Director,386604,1,2,3,3,No,11,3,3,3,3,No
35,Research & Development,25,Medical,4,Female,Divorced,1,16,16,10,10,1,Travel_Rarely,Healthcare Representative,373968,1,3,3,3,Yes,11,3,3,3,2,No
30,Research & Development,8,Life Sciences,2,Female,Married,0,9,8,7,1,7,Travel_Rarely,Research Director,410976,3,4,4,3,Yes,12,3,2,1,2,No
20,Research & Development,11,Medical,3,Female,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,93600,0,2,2,1,Yes,15,3,4,1,3,Yes
30,Research & Development,5,Medical,3,Female,Single,0,4,3,2,1,2,Travel_Frequently,Laboratory Technician,87192,0,3,3,1,No,17,3,2,2,3,Yes
26,Research & Development,2,Medical,2,Male,Married,1,8,8,7,1,3,Travel_Rarely,Manufacturing Director,196992,0,2,4,2,No,12,3,4,4,3,No
22,Research & Development,8,Life Sciences,1,Male,Married,1,4,4,3,1,1,Travel_Rarely,Laboratory Technician,88236,1,3,1,1,No,15,3,2,1,2,No
48,Research & Development,6,Life Sciences,3,Male,Single,2,19,2,2,2,2,Travel_Rarely,Healthcare Representative,152640,0,0,2,2,No,13,3,1,3,3,No
48,Research & Development,4,Life Sciences,4,Male,Single,7,27,15,11,4,8,Travel_Rarely,Healthcare Representative,395964,0,3,2,3,No,14,3,3,3,3,No
41,Research & Development,7,Medical,2,Female,Single,6,8,2,2,2,1,Travel_Rarely,Manufacturing Director,180108,0,6,3,2,No,14,3,4,3,3,No
39,Research & Development,1,Life Sciences,1,Female,Married,1,21,21,6,11,8,Travel_Rarely,Manufacturing Director,458712,1,3,2,4,No,16,3,4,4,3,No
27,Research & Development,2,Life Sciences,4,Female,Married,0,4,3,2,2,2,Travel_Rarely,Manufacturing Director,152172,1,2,3,2,No,18,3,1,4,3,No
35,Research & Development,10,Other,3,Male,Divorced,1,3,3,2,1,2,Travel_Rarely,Laboratory Technician,141012,1,4,3,1,No,20,4,2,4,2,No
42,Sales,5,Marketing,2,Male,Married,6,21,1,0,0,0,Travel_Rarely,Manager,658908,0,3,3,5,No,13,3,4,3,4,No
50,Research & Development,9,Life Sciences,3,Male,Married,4,8,1,0,0,0,Travel_Rarely,Laboratory Technician,85680,0,5,3,1,No,18,3,1,4,3,No
59,Research & Development,2,Life Sciences,3,Female,Single,3,30,5,3,4,3,Travel_Rarely,Manufacturing Director,494136,0,4,2,4,Yes,13,3,3,4,3,No
37,Research & Development,11,Medical,2,Female,Married,5,15,1,0,0,0,Travel_Rarely,Healthcare Representative,171972,0,2,1,2,No,15,3,1,2,1,Yes
55,Research & Development,18,Medical,4,Male,Married,3,17,8,7,6,7,Travel_Frequently,Healthcare Representative,229860,2,3,3,2,Yes,14,3,3,2,3,No
41,Research & Development,7,Life Sciences,1,Female,Divorced,1,21,21,16,5,10,Non-Travel,Research Director,719028,2,3,1,5,No,22,4,2,3,3,No
38,Sales,3,Life Sciences,4,Male,Single,8,19,1,0,0,0,Travel_Rarely,Sales Executive,246996,0,1,3,2,Yes,12,3,2,4,3,No
26,Sales,29,Medical,2,Male,Single,8,7,2,2,2,2,Non-Travel,Sales Executive,178884,0,6,1,2,No,18,3,2,1,3,Yes
52,Sales,2,Marketing,1,Female,Married,1,33,32,14,6,9,Travel_Rarely,Manager,714420,1,3,1,5,No,15,3,1,4,3,Yes
44,Sales,28,Medical,3,Female,Married,3,23,12,11,11,11,Travel_Rarely,Sales Executive,479520,1,2,4,4,Yes,18,3,4,4,3,No
50,Sales,1,Life Sciences,3,Female,Married,0,19,18,7,0,13,Non-Travel,Sales Executive,228492,1,3,3,2,No,12,3,4,3,3,No
36,Research & Development,16,Life Sciences,4,Female,Single,1,18,17,13,15,14,Travel_Rarely,Laboratory Technician,98748,0,1,4,1,No,16,3,3,1,3,Yes
39,Research & Development,22,Medical,3,Female,Single,1,21,21,6,2,8,Travel_Frequently,Manufacturing Director,391680,0,2,3,3,Yes,13,3,4,1,3,No
33,Sales,8,Life Sciences,1,Female,Single,0,3,2,2,2,2,Non-Travel,Sales Representative,84312,0,2,2,1,No,19,3,2,4,2,No
45,Sales,11,Life Sciences,2,Female,Married,3,26,9,3,1,1,Travel_Rarely,Manager,635400,1,4,3,4,No,13,3,4,4,4,No
32,Research & Development,29,Medical,4,Female,Single,9,10,8,7,7,7,Non-Travel,Laboratory Technician,144900,0,2,3,1,No,12,3,4,3,3,No
34,Sales,1,Marketing,4,Male,Divorced,0,16,15,1,0,9,Travel_Rarely,Sales Executive,350100,1,2,4,2,No,11,3,2,4,2,No
59,Sales,1,Technical Degree,2,Male,Married,3,14,6,4,0,4,Travel_Rarely,Manager,428544,1,1,3,3,Yes,14,3,2,4,1,No
45,Human Resources,24,Medical,4,Male,Single,1,6,6,3,0,4,Travel_Rarely,Human Resources,78372,0,3,3,1,No,16,3,2,2,3,No
53,Sales,2,Marketing,3,Female,Married,2,30,15,7,6,12,Travel_Frequently,Sales Executive,270900,1,2,2,3,No,12,3,3,2,3,No
36,Research & Development,15,Other,3,Male,Divorced,7,9,1,0,0,0,Travel_Rarely,Laboratory Technician,174024,1,3,3,2,No,14,3,1,3,2,Yes
26,Research & Development,2,Life Sciences,3,Male,Married,6,6,3,2,1,2,Travel_Frequently,Research Scientist,73512,1,2,3,1,Yes,14,3,1,1,3,Yes
34,Sales,10,Life Sciences,4,Female,Married,1,1,1,1,0,0,Travel_Rarely,Sales Representative,79920,1,2,3,1,Yes,19,3,3,3,3,No
28,Sales,10,Medical,1,Male,Married,1,1,1,0,0,0,Travel_Rarely,Sales Representative,37872,0,5,3,1,No,22,4,4,2,3,No
38,Research & Development,3,Other,4,Male,Married,3,8,2,2,2,2,Travel_Frequently,Research Scientist,101556,1,2,3,1,No,16,3,3,3,3,No
50,Research & Development,2,Medical,4,Male,Married,2,29,8,1,7,7,Travel_Rarely,Research Director,692532,1,2,3,5,Yes,11,3,2,3,2,No
37,Research & Development,3,Other,3,Female,Single,3,8,4,3,0,1,Travel_Rarely,Healthcare Representative,147852,0,3,3,2,No,15,3,4,2,2,No
40,Sales,26,Marketing,3,Male,Married,1,8,7,7,7,5,Travel_Rarely,Sales Executive,302256,1,3,3,2,No,14,3,3,1,2,No
26,Research & Development,1,Medical,1,Female,Divorced,1,5,5,3,1,3,Travel_Frequently,Research Scientist,72252,2,5,2,1,No,13,3,1,3,3,No
46,Research & Development,1,Medical,4,Male,Divorced,9,23,2,2,2,2,Travel_Rarely,Research Director,706572,2,0,3,5,No,17,3,4,4,3,No
54,Sales,2,Life Sciences,4,Female,Married,6,13,9,4,7,0,Travel_Rarely,Sales Executive,384696,1,4,2,3,No,11,3,3,3,3,No
56,Research & Development,9,Medical,3,Female,Married,2,18,5,4,0,3,Travel_Frequently,Research Scientist,105912,1,4,3,1,No,19,3,1,3,3,No
36,Research & Development,12,Medical,5,Female,Single,0,15,14,8,7,8,Travel_Rarely,Manufacturing Director,318888,0,2,2,3,No,11,3,4,4,2,No
55,Research & Development,2,Medical,1,Male,Single,7,31,9,7,6,2,Non-Travel,Manager,603216,0,3,2,4,No,15,3,3,1,4,No
43,Sales,25,Medical,3,Male,Divorced,5,18,1,0,0,0,Travel_Rarely,Sales Executive,388728,1,5,2,3,No,13,3,3,4,3,No
20,Sales,9,Marketing,3,Female,Single,1,2,2,2,0,2,Travel_Frequently,Sales Representative,83628,0,3,3,1,Yes,14,3,4,4,3,Yes
21,Research & Development,10,Life Sciences,3,Female,Single,1,1,1,0,1,0,Travel_Rarely,Laboratory Technician,50976,0,6,2,1,No,13,3,3,1,2,Yes
46,Research & Development,8,Life Sciences,4,Female,Divorced,8,19,16,13,1,7,Travel_Rarely,Research Scientist,166140,3,2,2,2,Yes,23,4,4,1,3,No
51,Research & Development,4,Life Sciences,4,Male,Married,9,18,10,0,2,7,Travel_Rarely,Research Scientist,88596,3,2,3,1,Yes,12,3,1,3,4,Yes
28,Research & Development,24,Technical Degree,2,Male,Single,1,10,10,7,1,9,Non-Travel,Healthcare Representative,313992,0,2,2,3,No,12,3,2,1,2,Yes
26,Research & Development,1,Medical,2,Male,Married,1,6,5,3,1,3,Travel_Rarely,Laboratory Technician,142380,2,2,2,1,No,16,3,1,1,3,No
30,Research & Development,20,Other,3,Male,Married,0,7,6,2,0,2,Travel_Rarely,Manufacturing Director,358452,1,1,3,2,No,15,3,3,1,2,No
41,Research & Development,7,Technical Degree,2,Female,Married,1,10,10,6,0,8,Travel_Rarely,Research Scientist,121536,0,3,4,1,No,13,3,2,3,3,No
38,Research & Development,17,Life Sciences,1,Female,Married,0,20,19,9,1,9,Travel_Rarely,Healthcare Representative,317628,1,4,2,3,No,18,3,3,3,2,No
40,Research & Development,20,Technical Degree,4,Male,Married,4,14,11,10,11,1,Travel_Rarely,Healthcare Representative,371592,1,6,3,3,No,20,4,1,4,3,No
27,Research & Development,8,Life Sciences,5,Male,Married,1,3,3,2,1,2,Non-Travel,Laboratory Technician,166356,3,4,1,1,No,19,3,1,3,3,No
55,Research & Development,2,Life Sciences,1,Male,Married,3,23,3,2,1,2,Travel_Frequently,Manufacturing Director,395136,1,4,3,3,No,18,3,4,2,3,No
28,Research & Development,10,Other,3,Female,Single,3,10,8,7,1,7,Travel_Rarely,Research Scientist,131760,0,4,3,2,No,13,3,3,3,4,No
44,Human Resources,1,Medical,2,Male,Married,9,24,20,6,3,6,Travel_Rarely,Human Resources,377352,1,1,2,3,No,14,3,2,1,3,Yes
33,Research & Development,5,Life Sciences,3,Male,Divorced,4,9,3,2,1,2,Travel_Rarely,Healthcare Representative,256284,1,2,2,3,No,15,3,4,4,3,No
35,Sales,4,Technical Degree,3,Male,Single,0,9,8,7,4,7,Travel_Rarely,Sales Executive,344952,0,2,3,3,Yes,22,4,4,1,3,Yes
33,Research & Development,29,Medical,4,Female,Single,1,14,13,7,3,8,Travel_Frequently,Research Scientist,162288,0,4,2,2,No,22,4,1,3,3,Yes
28,Research & Development,15,Life Sciences,2,Male,Divorced,1,4,4,2,2,2,Travel_Rarely,Laboratory Technician,79452,1,5,3,1,No,16,3,1,3,2,No
34,Research & Development,3,Life Sciences,1,Male,Single,0,7,6,2,0,4,Travel_Frequently,Healthcare Representative,279216,0,1,3,2,No,17,3,1,4,2,No
37,Sales,10,Life Sciences,4,Female,Divorced,2,8,1,0,0,0,Travel_Rarely,Sales Executive,240984,3,5,2,2,Yes,14,3,4,4,3,No
25,Research & Development,4,Technical Degree,1,Male,Married,1,7,7,7,5,6,Travel_Rarely,Laboratory Technician,132876,1,3,3,1,Yes,15,3,4,4,4,Yes
26,Research & Development,21,Medical,3,Male,Divorced,1,1,1,1,0,0,Travel_Rarely,Laboratory Technician,85572,1,0,3,1,No,20,4,1,3,2,Yes
33,Research & Development,25,Medical,3,Male,Single,4,5,2,2,2,2,Travel_Rarely,Research Scientist,83268,0,0,2,1,Yes,20,4,1,2,3,Yes
42,Research & Development,2,Medical,2,Male,Married,0,23,22,6,13,7,Travel_Rarely,Manager,635940,1,3,3,4,No,17,3,4,1,3,No
28,Research & Development,1,Medical,3,Male,Divorced,1,1,1,0,0,0,Travel_Frequently,Laboratory Technician,93456,2,2,2,1,No,15,3,1,2,3,Yes
50,Sales,1,Other,4,Male,Single,3,5,0,0,0,0,Travel_Frequently,Sales Executive,170208,0,4,3,2,Yes,14,3,4,3,3,Yes
33,Sales,7,Life Sciences,3,Female,Married,0,4,3,2,0,2,Travel_Frequently,Sales Executive,154872,1,3,3,2,No,17,3,4,2,3,No
34,Research & Development,3,Life Sciences,4,Male,Married,3,6,0,0,0,0,Non-Travel,Research Scientist,107244,3,2,2,1,No,17,3,3,4,3,No
48,Research & Development,1,Medical,4,Male,Single,2,27,5,4,2,1,Non-Travel,Manager,607860,0,3,4,4,No,22,4,1,4,2,No
45,Sales,9,Life Sciences,4,Female,Married,1,15,15,10,4,12,Non-Travel,Sales Executive,201348,1,2,2,2,No,13,3,2,3,3,No
52,Research & Development,7,Life Sciences,4,Male,Single,7,18,8,6,4,0,Travel_Rarely,Healthcare Representative,376020,0,4,3,3,No,19,3,2,2,3,No
38,Sales,10,Marketing,4,Male,Divorced,0,9,8,7,2,7,Travel_Rarely,Sales Executive,314640,2,2,2,3,Yes,14,3,3,3,3,No
29,Research & Development,28,Life Sciences,4,Female,Divorced,4,11,7,5,1,7,Travel_Rarely,Research Scientist,90504,1,1,3,1,No,22,4,3,4,3,No
28,Research & Development,3,Medical,3,Female,Divorced,0,10,9,7,1,7,Travel_Rarely,Manufacturing Director,275580,3,3,3,3,No,17,3,4,2,2,No
46,Sales,3,Marketing,1,Male,Married,3,23,12,9,4,9,Travel_Rarely,Manager,628740,1,3,3,4,No,12,3,1,3,3,No
38,Sales,2,Marketing,2,Male,Single,7,10,1,0,0,0,Travel_Rarely,Sales Executive,264636,0,2,3,3,No,16,3,4,2,3,No
43,Research & Development,27,Life Sciences,3,Female,Married,8,18,8,7,0,1,Travel_Frequently,Manufacturing Director,389520,1,1,3,3,No,11,3,3,1,3,No
39,Research & Development,2,Life Sciences,3,Male,Divorced,7,21,18,7,11,5,Travel_Frequently,Healthcare Representative,438084,3,4,3,4,No,11,3,1,4,3,Yes
40,Research & Development,14,Medical,3,Male,Single,1,21,20,7,4,9,Travel_Rarely,Research Director,706536,0,2,2,5,No,14,3,3,3,4,No
21,Research & Development,1,Technical Degree,1,Female,Single,1,2,2,2,2,2,Travel_Rarely,Research Scientist,74520,0,6,2,1,Yes,11,3,4,2,4,No
39,Research & Development,9,Life Sciences,3,Male,Single,9,9,5,4,0,3,Non-Travel,Laboratory Technician,244152,0,2,3,2,No,15,3,3,2,2,No
36,Research & Development,18,Life Sciences,4,Male,Single,2,18,11,9,0,9,Non-Travel,Manufacturing Director,280044,0,0,3,2,No,20,4,1,4,3,No
31,Sales,20,Life Sciences,3,Male,Married,0,3,2,2,2,2,Travel_Frequently,Sales Representative,100476,1,4,4,1,No,12,3,3,4,3,No
28,Research & Development,2,Life Sciences,1,Male,Married,0,6,5,3,0,4,Travel_Rarely,Research Scientist,115236,0,2,2,1,No,17,3,1,2,1,No
35,Sales,11,Marketing,2,Male,Divorced,1,5,5,2,0,2,Travel_Frequently,Sales Executive,178848,1,3,3,2,No,11,3,4,4,3,No
49,Sales,8,Technical Degree,4,Male,Married,6,22,9,8,2,3,Travel_Rarely,Sales Executive,472320,1,3,2,4,No,17,3,4,2,3,No
34,Research & Development,2,Life Sciences,2,Male,Single,2,5,3,2,0,2,Travel_Frequently,Manufacturing Director,145188,0,3,3,2,No,11,3,4,3,2,No
29,Research & Development,10,Life Sciences,3,Female,Divorced,0,8,7,5,1,1,Travel_Frequently,Research Scientist,118476,2,2,3,1,No,14,3,4,2,2,No
42,Research & Development,29,Medical,3,Male,Single,4,16,1,0,0,0,Travel_Rarely,Laboratory Technician,153792,0,3,1,2,No,19,3,2,4,3,No
29,Research & Development,8,Medical,1,Male,Married,1,10,10,7,1,2,Travel_Rarely,Manufacturing Director,182016,1,2,2,2,Yes,15,3,2,4,2,No
38,Human Resources,1,Human Resources,3,Male,Married,1,7,7,6,5,0,Travel_Rarely,Human Resources,102384,1,2,4,1,No,13,3,3,3,4,No
28,Research & Development,6,Life Sciences,3,Male,Divorced,1,3,3,1,0,2,Travel_Frequently,Research Scientist,97308,1,2,2,1,Yes,14,3,3,3,3,No
18,Research & Development,8,Medical,1,Male,Single,1,0,0,0,0,0,Non-Travel,Laboratory Technician,68544,0,0,3,1,No,12,3,3,3,3,Yes
33,Sales,9,Marketing,4,Female,Single,0,6,5,2,0,3,Travel_Rarely,Sales Executive,296064,0,3,3,2,Yes,17,3,1,1,3,Yes
41,Research & Development,12,Life Sciences,4,Male,Married,3,6,1,0,0,0,Travel_Rarely,Laboratory Technician,171576,1,4,3,1,Yes,11,3,2,4,3,No
31,Research & Development,15,Medical,3,Male,Married,1,2,2,2,2,2,Travel_Frequently,Laboratory Technician,93960,1,5,3,1,No,12,3,3,3,2,Yes
37,Research & Development,25,Medical,2,Female,Divorced,7,9,6,2,1,3,Travel_Rarely,Healthcare Representative,206316,2,2,2,2,No,13,3,3,4,3,No
27,Research & Development,6,Life Sciences,3,Male,Married,1,4,4,2,2,2,Travel_Rarely,Research Scientist,91404,1,0,2,1,No,13,3,4,3,3,No
34,Sales,9,Life Sciences,1,Female,Married,1,6,6,5,1,3,Travel_Rarely,Sales Executive,205704,0,3,3,2,No,20,4,2,3,2,No
35,Human Resources,8,Technical Degree,4,Male,Single,1,6,5,4,1,4,Travel_Rarely,Human Resources,155628,0,2,3,1,No,17,3,3,3,1,No
29,Sales,23,Life Sciences,1,Female,Married,1,11,11,8,3,10,Travel_Rarely,Sales Executive,264096,1,3,2,3,No,13,3,4,1,1,Yes
40,Research & Development,9,Medical,4,Female,Single,9,20,18,7,2,13,Travel_Frequently,Research Director,485964,0,3,3,3,No,17,3,2,3,2,No
42,Sales,12,Life Sciences,3,Male,Single,0,22,21,9,13,14,Travel_Frequently,Sales Executive,495288,0,2,3,4,Yes,12,3,3,1,2,Yes
42,Sales,4,Marketing,4,Male,Single,7,9,6,4,1,5,Travel_Rarely,Sales Executive,185580,0,3,3,2,No,13,3,2,1,4,No
35,Research & Development,1,Medical,4,Male,Married,6,10,8,0,1,7,Travel_Rarely,Laboratory Technician,81288,1,2,2,1,No,12,3,4,3,3,No
24,Research & Development,24,Medical,3,Male,Single,8,6,4,3,1,2,Travel_Rarely,Laboratory Technician,129492,0,2,3,1,No,22,4,4,2,3,No
28,Research & Development,12,Life Sciences,1,Female,Married,1,1,1,1,0,0,Travel_Rarely,Laboratory Technician,90540,0,4,3,1,Yes,11,3,3,4,2,Yes
26,Research & Development,3,Medical,4,Male,Married,1,8,8,7,0,7,Travel_Rarely,Laboratory Technician,159120,1,2,4,1,No,22,4,1,4,3,No
30,Sales,10,Marketing,3,Male,Married,1,10,10,3,1,4,Travel_Rarely,Sales Executive,236808,1,3,2,2,No,18,3,3,3,3,No
40,Research & Development,26,Medical,2,Female,Married,3,16,1,1,0,0,Travel_Frequently,Research Scientist,159192,1,3,2,2,Yes,13,3,3,4,1,No
35,Research & Development,2,Life Sciences,3,Male,Divorced,2,15,7,7,6,4,Travel_Rarely,Manufacturing Director,369864,1,2,2,3,No,18,3,3,2,4,No
34,Research & Development,1,Medical,3,Male,Single,0,14,13,9,4,9,Travel_Frequently,Healthcare Representative,192348,0,3,2,2,No,20,4,4,1,3,No
35,Research & Development,4,Other,4,Male,Married,1,2,2,2,2,2,Travel_Frequently,Laboratory Technician,85536,1,2,2,1,No,13,3,4,4,4,No
43,Sales,9,Marketing,3,Female,Single,8,7,4,3,1,3,Travel_Rarely,Sales Executive,192456,0,2,1,2,No,13,3,1,3,2,Yes
32,Sales,2,Life Sciences,1,Female,Divorced,1,1,1,0,0,0,Non-Travel,Sales Representative,101772,3,3,3,1,No,12,3,3,1,3,No
56,Research & Development,4,Technical Degree,4,Female,Divorced,4,28,5,2,4,2,Travel_Rarely,Manager,717948,1,2,3,5,No,13,3,4,1,3,No
29,Research & Development,6,Medical,1,Female,Married,1,10,10,8,0,8,Travel_Rarely,Laboratory Technician,112716,1,5,3,1,No,13,3,2,4,3,No
19,Research & Development,9,Life Sciences,2,Male,Single,1,1,1,1,0,0,Travel_Rarely,Research Scientist,91872,0,4,3,1,No,25,4,3,1,3,No
45,Research & Development,7,Medical,3,Female,Married,4,7,3,2,0,2,Travel_Rarely,Research Scientist,161172,1,2,3,1,Yes,19,3,1,3,2,No
37,Research & Development,1,Life Sciences,3,Female,Married,1,14,14,8,3,11,Travel_Rarely,Manufacturing Director,233064,1,2,2,2,No,13,3,4,4,2,No
20,Research & Development,3,Life Sciences,3,Male,Single,1,2,2,2,1,2,Travel_Rarely,Laboratory Technician,109188,0,2,2,1,No,12,3,1,3,2,No
44,Research & Development,10,Life Sciences,4,Male,Single,1,6,6,4,0,2,Travel_Rarely,Research Scientist,105696,0,4,3,1,Yes,11,3,3,3,3,Yes
53,Research & Development,7,Medical,2,Female,Divorced,3,26,7,7,4,7,Travel_Rarely,Manager,669816,1,6,3,5,No,18,3,4,3,3,No
29,Research & Development,15,Life Sciences,1,Female,Married,0,6,5,4,1,3,Travel_Rarely,Research Scientist,78048,1,2,1,1,Yes,18,3,2,4,2,No
22,Research & Development,3,Life Sciences,4,Male,Married,0,1,0,0,0,0,Travel_Frequently,Research Scientist,102708,1,5,2,1,Yes,11,3,3,4,3,Yes
46,Sales,2,Marketing,3,Female,Married,8,28,26,15,15,9,Travel_Rarely,Manager,613728,0,2,3,4,No,23,4,3,1,3,No
44,Research & Development,17,Life Sciences,3,Male,Single,2,6,0,0,0,0,Non-Travel,Research Scientist,82440,0,3,1,1,No,13,3,4,3,3,No
33,Human Resources,2,Human Resources,3,Male,Married,1,5,5,4,1,4,Travel_Rarely,Human Resources,129600,1,2,3,1,No,13,3,2,3,3,No
41,Research & Development,5,Life Sciences,2,Male,Divorced,6,5,1,0,0,0,Non-Travel,Research Scientist,75852,1,2,2,1,No,17,3,1,1,1,Yes
30,Sales,29,Life Sciences,4,Male,Divorced,8,8,4,3,0,3,Travel_Rarely,Sales Executive,148140,3,3,3,2,No,19,3,3,1,3,No
40,Sales,2,Medical,4,Male,Married,5,5,0,0,0,0,Travel_Frequently,Sales Executive,155772,3,2,3,2,No,12,3,2,2,3,No
50,Research & Development,2,Medical,3,Female,Married,2,32,2,2,2,2,Travel_Frequently,Manager,642816,1,3,3,4,No,22,4,4,1,3,No
28,Research & Development,19,Medical,4,Male,Married,1,6,6,5,3,3,Travel_Rarely,Laboratory Technician,115056,3,2,2,1,No,12,3,4,1,3,No
46,Research & Development,15,Life Sciences,2,Male,Married,5,25,4,2,0,3,Travel_Rarely,Research Director,686916,1,2,3,5,No,11,3,4,2,3,No
35,Sales,17,Life Sciences,4,Male,Married,3,15,7,7,1,7,Travel_Rarely,Sales Executive,322776,3,2,3,2,Yes,15,3,3,1,3,No
24,Research & Development,17,Life Sciences,2,Female,Married,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,79560,1,3,3,1,No,13,3,4,2,1,Yes
33,Sales,25,Medical,3,Female,Married,1,10,10,7,0,1,Travel_Frequently,Sales Executive,163404,1,3,3,2,No,12,3,2,3,2,No
36,Research & Development,6,Life Sciences,4,Male,Divorced,1,7,7,7,1,7,Travel_Rarely,Laboratory Technician,98676,1,4,1,1,No,14,3,3,3,3,No
30,Research & Development,7,Life Sciences,4,Male,Divorced,1,10,10,7,8,9,Travel_Rarely,Laboratory Technician,125676,3,4,3,2,No,13,3,3,3,2,No
44,Research & Development,29,Other,4,Male,Single,1,20,20,11,13,17,Travel_Rarely,Research Scientist,163476,0,3,3,2,No,25,4,4,4,3,No
20,Sales,21,Marketing,3,Male,Single,1,2,2,1,2,2,Travel_Rarely,Sales Representative,96408,0,2,4,1,No,17,3,3,4,3,No
46,Research & Development,2,Technical Degree,4,Male,Divorced,2,12,6,3,1,4,Travel_Rarely,Manufacturing Director,265644,1,3,3,2,No,11,3,4,4,2,No
42,Human Resources,2,Medical,5,Male,Married,7,10,4,3,0,3,Non-Travel,Human Resources,225792,1,3,4,2,No,16,3,4,1,4,No
60,Sales,7,Marketing,4,Male,Divorced,0,12,11,7,1,9,Travel_Rarely,Sales Executive,187920,1,3,4,2,Yes,18,3,2,4,3,No
32,Research & Development,13,Other,3,Female,Married,1,2,2,2,2,2,Travel_Frequently,Laboratory Technician,98748,1,2,2,1,No,20,4,3,2,3,No
32,Research & Development,2,Life Sciences,2,Female,Single,4,10,8,7,0,7,Travel_Frequently,Research Scientist,179928,0,2,3,2,Yes,14,3,4,3,3,No
36,Research & Development,1,Technical Degree,3,Female,Divorced,2,17,7,7,7,7,Travel_Rarely,Manufacturing Director,369072,1,2,1,3,Yes,21,4,3,1,3,No
33,Research & Development,9,Medical,3,Male,Married,0,15,14,10,4,10,Travel_Rarely,Research Scientist,100116,1,5,3,1,No,13,3,1,4,3,No
40,Sales,10,Technical Degree,3,Female,Divorced,7,7,5,1,1,3,Travel_Rarely,Sales Executive,246672,1,2,2,2,No,12,3,2,2,4,No
25,Sales,10,Life Sciences,4,Male,Single,0,5,4,3,1,1,Travel_Rarely,Sales Executive,178200,0,4,3,2,No,14,3,3,4,3,No
30,Research & Development,1,Medical,3,Male,Married,0,12,11,9,5,7,Travel_Rarely,Research Scientist,128844,1,2,3,1,Yes,21,4,4,2,3,No
42,Research & Development,26,Medical,5,Female,Married,3,20,1,0,0,0,Travel_Frequently,Research Director,474876,0,6,3,3,Yes,17,3,1,1,3,No
35,Sales,8,Marketing,2,Female,Married,4,16,13,2,4,12,Non-Travel,Sales Executive,373572,1,6,2,3,Yes,11,3,3,4,2,No
27,Research & Development,14,Life Sciences,3,Male,Married,1,9,9,7,6,8,Travel_Rarely,Research Scientist,80460,2,3,3,1,Yes,14,3,1,1,2,No
54,Research & Development,1,Life Sciences,4,Female,Divorced,7,33,5,4,1,4,Travel_Frequently,Manufacturing Director,378072,1,2,3,3,No,17,3,4,3,1,No
44,Research & Development,2,Life Sciences,1,Female,Married,1,10,10,5,7,7,Travel_Rarely,Research Scientist,72396,1,5,4,1,No,13,3,1,4,3,No
19,Research & Development,10,Medical,3,Female,Single,1,1,1,1,0,0,Non-Travel,Research Scientist,66924,0,2,2,1,Yes,25,4,1,2,4,Yes
29,Research & Development,1,Life Sciences,3,Female,Divorced,1,3,3,2,1,2,Travel_Rarely,Research Scientist,135360,3,5,3,1,No,15,3,1,4,3,No
54,Research & Development,3,Life Sciences,3,Male,Married,3,36,10,9,0,9,Travel_Rarely,Research Director,640044,0,2,3,4,No,14,3,4,4,3,No
31,Research & Development,11,Medical,2,Male,Married,1,6,6,5,0,1,Travel_Rarely,Healthcare Representative,245988,0,2,3,2,Yes,12,3,3,1,2,No
31,Research & Development,24,Medical,3,Female,Single,1,10,10,9,1,8,Travel_Rarely,Healthcare Representative,245232,0,2,2,2,No,19,3,3,1,3,No
59,Sales,3,Life Sciences,3,Female,Single,5,13,6,1,0,5,Travel_Rarely,Sales Executive,186156,0,2,2,2,No,17,3,3,4,3,No
43,Research & Development,3,Life Sciences,3,Male,Married,3,25,8,7,0,7,Travel_Rarely,Research Director,710640,1,2,1,5,No,14,3,3,4,3,No
49,Research & Development,4,Medical,2,Male,Married,2,23,1,0,0,0,Travel_Rarely,Manager,673596,1,2,2,5,No,13,3,1,3,4,No
36,Research & Development,3,Technical Degree,3,Male,Married,1,12,11,10,0,7,Travel_Frequently,Research Scientist,132912,0,2,3,1,No,12,3,3,2,2,No
48,Research & Development,2,Technical Degree,2,Male,Single,5,7,1,0,0,0,Travel_Rarely,Laboratory Technician,92124,0,4,4,1,No,11,3,4,2,2,No
27,Research & Development,4,Life Sciences,2,Male,Divorced,1,5,5,3,0,3,Travel_Rarely,Research Scientist,90612,3,2,3,1,No,11,3,1,3,3,No
